matchId,date,leagueId,league,round,homeId,awayId,homeTeam,awayTeam,homeRank,awayRank,homeFormation,awayFormation,homeRating,awayRating,homeScore,awayScore,result,homePossession,awayPossession,homeXG,awayXG,homeXGOT,awayXGOT,homeShots,awayShots,homeShotsOT,awayShotsOT,homeShotsOff,awayShotsOff,homeInsideBox,awayInsideBox,homeOutsideBox,awayOutsideBox,homeBigChance,awayBigChance,homeBigMiss,awayBigMiss,homeTouchesBox,awayTouchesBox,homePasses,awayPasses,homePassAcc,awayPassAcc,homeCrossAcc,awayCrossAcc,homeLongBallAcc,awayLongBallAcc,homeCorners,awayCorners,homeTackles,awayTackles,homeInterceptions,awayInterceptions,homeBlocks,awayBlocks,homeClearances,awayClearances,homeKeeperSaves,awayKeeperSaves,homeYellow,awayYellow,homeRed,awayRed,homeFouls,awayFouls,homeOffside,awayOffside,homeFifaRank,awayFifaRank,cityMatch,countryMatch,neutral
3370554,2022-12-05T19:00:00.000Z,868720,World Cup Final Stage,1/8,8256,7804,Brazil,South Korea,1,28,4-2-3-1,4-2-3-1,7.3,6.4,4,1,H,53,47,3.60,0.48,3.29,1.63,18,8,9,6,7,2,14,4,4,4,7,1,5,1,33,11,609,529,89,87,8,7,61,60,5,4,15,21,12,11,0,2,8,11,5,5,0,1,0,0,8,13,0,5,1,28,Doha,Qatar,TRUE
3370556,2022-12-06T15:00:00.000Z,868720,World Cup Final Stage,1/8,6262,6720,Morocco,Spain,22,7,4-3-3,4-3-3,6.8,6.8,0,0,D,23,77,0.72,1.01,0.70,0.06,6,13,2,1,4,7,3,9,3,4,1,3,1,3,11,27,305,1019,71,91,36,19,32,64,0,8,26,11,8,4,5,0,41,13,1,2,1,1,0,0,15,14,5,4,22,7,Al Rayyan,Qatar,TRUE
3370557,2022-12-06T19:00:00.000Z,868720,World Cup Final Stage,1/8,8361,6717,Portugal,Switzerland,9,15,4-3-1-2,3-5-2,7.5,5.8,6,1,H,48,52,2.36,1.07,5.12,0.96,15,10,9,3,3,3,11,5,4,5,5,2,1,1,20,8,449,488,83,84,43,7,40,47,6,6,16,5,8,5,5,3,10,14,1,3,0,2,0,0,12,10,3,3,9,15,Lusail,Qatar,TRUE
3370565,2022-12-09T15:00:00.000Z,868720,World Cup Final Stage,1/4,10155,8256,Croatia,Brazil,12,1,4-3-3,4-2-3-1,7,6.9,1,1,D,50,50,0.63,2.55,0.30,3.20,9,21,1,11,5,3,5,15,4,6,0,4,0,3,17,39,694,684,88,89,25,29,65,56,3,7,28,16,9,13,7,3,32,15,11,0,2,3,0,0,22,24,3,3,12,1,Al Rayyan,Qatar,TRUE
3370566,2022-12-09T19:00:00.000Z,868720,World Cup Final Stage,1/4,6708,6706,Netherlands,Argentina,8,3,3-4-1-2,3-5-2,6.7,6.9,2,2,D,52,48,0.55,1.92,0.38,2.14,6,14,2,5,1,5,4,5,2,9,0,2,0,0,14,22,634,602,83,83,24,17,57,33,2,8,18,19,15,6,3,3,14,19,3,0,6,8,1,0,30,18,1,2,8,3,Lusail,Qatar,TRUE
3370567,2022-12-10T15:00:00.000Z,868720,World Cup Final Stage,1/4,6262,8361,Morocco,Portugal,22,9,4-3-3,4-3-3,7.1,6.4,1,0,H,27,73,1.40,0.92,0.72,0.86,9,12,3,3,6,6,5,8,4,4,2,3,1,3,12,23,247,663,71,86,43,23,49,48,3,9,12,12,9,9,3,0,35,2,3,2,1,1,1,0,15,9,2,2,22,9,Doha,Qatar,TRUE
3370568,2022-12-10T19:00:00.000Z,868720,World Cup Final Stage,1/4,8491,6723,England,France,5,4,4-3-3,4-2-3-1,6.8,7.4,1,2,A,57,43,2.41,1.01,2.01,1.60,16,8,8,5,4,2,8,5,8,3,3,2,2,1,24,18,503,377,88,81,33,36,56,42,5,2,16,10,8,5,1,5,13,15,3,6,1,3,0,0,10,14,1,2,5,4,Al Khor,Qatar,TRUE
3370569,2022-12-13T19:00:00.000Z,868720,World Cup Final Stage,1/2,6706,10155,Argentina,Croatia,3,12,4-4-2,4-3-3,7.3,6.5,3,0,H,39,61,2.34,0.52,3.28,0.42,9,12,7,2,1,7,6,6,3,6,6,0,3,0,16,10,399,607,83,87,17,20,47,55,2,4,22,19,8,5,3,1,21,7,3,4,2,2,0,0,15,8,1,0,3,12,Lusail,Qatar,TRUE
3370570,2022-12-14T19:00:00.000Z,868720,World Cup Final Stage,1/2,6723,6262,France,Morocco,4,22,4-2-3-1,5-4-1,7.6,6.2,2,0,H,39,61,2.10,1.00,1.01,0.57,14,13,3,3,6,5,12,8,2,5,3,1,2,1,23,27,363,576,81,87,50,7,39,66,2,3,21,15,18,7,6,5,18,2,2,0,0,1,0,0,11,11,4,3,4,22,Al Khor,Qatar,TRUE
3370571,2022-12-17T15:00:00.000Z,868720,World Cup Final Stage,bronze,10155,6262,Croatia,Morocco,12,22,4-2-3-1,4-3-3,7.2,6.4,2,1,H,51,49,0.66,1.19,1.06,1.19,12,9,4,2,5,5,5,7,7,2,1,2,1,1,22,15,487,472,84,85,21,22,67,61,6,3,20,10,8,10,2,2,19,17,1,2,0,2,0,0,13,11,2,2,12,22,Al Rayyan,Qatar,TRUE
3370572,2022-12-18T15:00:00.000Z,868720,World Cup,final,6706,6723,Argentina,France,3,4,4-3-3,4-3-3,7.1,7.1,3,3,D,54,46,3.23,2.27,3.87,2.83,20,10,10,5,7,2,12,7,8,3,5,3,2,1,29,20,635,532,83,77,6,13,44,51,6,5,23,26,10,9,2,3,21,18,2,7,5,3,0,0,26,19,4,4,3,4,Lusail,Qatar,TRUE
4348758,2023-11-21T11:00:00.000Z,886886,World Cup Qualification AFC 2nd Round Grp. F,2,230139,6324,Philippines,Indonesia,138,145,4-4-2,5-3-2,,,1,1,D,50,50,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,138,145,Manila,Philippines,FALSE
4348402,2023-11-21T12:00:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,2,5825,5788,Singapore,Thailand,155,112,5-4-1,4-3-3,6.4,7.3,1,3,A,38,62,,,,,7,18,4,10,2,3,4,10,3,8,1,2,0,1,14,35,329,538,78,85,44,21,42,53,0,9,16,14,13,5,5,1,26,16,7,3,1,2,0,0,14,18,1,2,155,112,Kallang,Singapore,FALSE
4278054,2023-11-21T13:30:00.000Z,886881,World Cup Qualification AFC 2nd Round Grp. A,2,6329,5902,India,Qatar,102,61,4-2-3-1,4-3-3,5.9,7.4,0,3,A,46,54,,,,,7,20,0,6,6,7,4,15,3,5,1,5,1,3,12,40,364,416,74,80,12,40,34,56,3,11,10,17,9,8,7,1,19,15,3,0,1,0,0,0,14,7,2,4,102,61,Bhubaneswar,India,FALSE
4278048,2023-11-21T14:45:00.000Z,886882,World Cup Qualification AFC 2nd Round Grp. B,2,6320,6715,Syria,Japan,92,18,4-1-4-1,4-2-3-1,5.5,7.5,0,5,A,29,71,,,,,2,19,0,8,2,8,2,11,0,8,1,7,1,4,5,42,262,639,69,89,33,35,42,49,1,5,14,12,10,6,3,0,24,7,3,0,0,0,0,0,8,10,5,4,92,18,Jeddah,Saudi Arabia,TRUE
4278068,2024-03-21T09:10:00.000Z,886889,World Cup Qualification AFC 2nd Round Grp. I,3,6716,5897,Australia,Lebanon,23,115,4-3-3,5-4-1,7.3,6.5,2,0,H,64,36,,,,,10,6,6,3,2,3,5,5,5,1,0,1,0,1,28,10,632,353,88,78,35,21,61,42,9,1,16,26,13,7,0,2,15,23,3,4,2,0,0,0,14,4,5,0,23,115,Sydney,Australia,FALSE
4278061,2024-03-21T11:00:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,3,7804,5788,South Korea,Thailand,22,101,4-3-3,4-4-2,7,6.8,1,1,D,78,22,,,,,25,6,8,2,7,2,18,4,7,2,6,1,5,0,41,10,812,227,91,71,15,0,64,43,13,4,16,9,9,6,2,10,17,40,1,7,0,1,0,0,7,8,2,0,22,101,Seoul,South Korea,FALSE
4348403,2024-03-21T12:30:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,3,5825,5822,Singapore,China,156,88,4-5-1,4-4-2,6.7,6.8,2,2,D,42,58,,,,,15,11,6,4,4,3,6,8,9,3,1,2,1,1,15,22,293,399,68,77,0,39,30,48,1,4,18,5,7,18,3,5,12,21,2,4,6,1,0,0,20,19,2,3,156,88,Kallang,Singapore,FALSE
4278037,2024-03-21T19:00:00.000Z,886887,World Cup Qualification AFC 2nd Round Grp. G,3,7795,5898,Saudi Arabia,Tajikistan,53,99,3-1-4-2,4-4-2,7.2,6.4,1,0,H,51,49,,,,,9,11,5,3,3,5,5,3,4,8,1,1,1,1,23,17,435,402,80,80,20,11,47,37,4,5,25,12,16,9,3,2,17,10,3,3,2,1,0,0,15,9,0,3,53,99,Riyadh,Saudi Arabia,FALSE
4278067,2024-03-26T08:45:00.000Z,886889,World Cup Qualification AFC 2nd Round Grp. I,4,5897,6716,Lebanon,Australia,115,23,5-4-1,3-1-4-2,5.8,7.5,0,5,A,40,60,,,,,7,14,1,6,4,4,2,10,5,4,0,7,0,4,6,18,356,535,78,85,13,50,43,59,1,3,11,15,13,10,4,2,11,16,2,1,3,2,0,0,11,11,1,3,115,23,,,
4348404,2024-03-26T12:00:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,4,5822,5825,China,Singapore,88,156,4-3-1-2,4-4-1-1,7.3,6.3,4,1,H,52,48,,,,,15,7,5,3,7,2,12,5,3,2,5,2,2,1,32,8,397,372,79,76,20,23,51,34,10,1,13,23,11,6,2,2,14,13,2,1,2,1,1,0,10,18,4,0,88,156,Tianjin,China,FALSE
4278060,2024-03-26T12:30:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,4,5788,7804,Thailand,South Korea,101,22,4-3-3,4-3-3,6,7.1,0,3,A,41,59,,,,,5,9,2,4,2,2,3,6,2,3,0,2,0,0,6,17,380,559,81,89,11,40,40,54,5,2,13,12,8,10,4,1,9,18,0,2,2,1,0,0,13,14,1,5,101,22,Bangkok,Thailand,FALSE
4278065,2024-03-26T15:00:00.000Z,886887,World Cup Qualification AFC 2nd Round Grp. G,4,5898,7795,Tajikistan,Saudi Arabia,99,53,4-4-2,3-5-2,7,7.2,1,1,D,47,53,,,,,12,15,4,5,6,6,7,8,5,7,2,1,1,0,20,16,426,493,76,80,9,19,47,55,2,5,17,13,15,10,4,3,14,17,4,2,1,1,0,0,11,10,0,0,99,53,Dushanbe,Tajikistan,FALSE
4416442,2024-06-05T19:00:00.000Z,890641,World Cup Qualification CONCACAF 2nd Round Grp. A,1,6101,5943,Antigua and Barbuda,Bermuda,142,170,4-1-4-1,4-2-3-1,6.8,6.9,1,1,D,36,64,,,,,7,23,4,8,1,11,4,19,3,4,0,6,0,5,8,42,251,451,80,84,9,41,55,61,2,6,15,15,12,5,5,2,19,7,6,3,1,3,0,0,13,17,5,5,142,170,Piggotts,Antigua and Barbuda,FALSE
4416478,2024-06-05T21:00:00.000Z,890643,World Cup Qualification CONCACAF 2nd Round Grp. F,1,127411,5923,Suriname,Saint Vincent and the Grenadines,144,173,4-4-2,4-4-2,7.3,6,4,1,H,67,33,,,,,15,9,6,4,8,4,13,5,2,4,6,1,3,0,30,12,470,214,87,76,38,18,60,47,5,8,17,9,5,6,1,1,8,11,3,2,3,1,0,0,15,15,0,1,144,173,Paramaribo,Suriname,FALSE
4416452,2024-06-05T23:30:00.000Z,890639,World Cup Qualification CONCACAF 2nd Round Grp. C,1,287981,5886,Curaçao,Barbados,91,177,3-4-3,4-4-2,7.2,6.2,4,1,H,66,34,,,,,13,7,4,5,8,2,9,3,4,4,4,1,1,0,24,8,440,221,87,71,8,15,65,55,4,3,9,12,4,12,0,1,8,17,4,0,2,1,0,0,16,13,4,0,91,177,Willemstad,Curaçao,FALSE
4416432,2024-06-05T23:30:00.000Z,890640,World Cup Qualification CONCACAF 2nd Round Grp. B,1,7724,6548,Trinidad and Tobago,Grenada,98,174,4-2-3-1,4-2-3-1,6.9,6.7,2,2,D,54,46,,,,,16,17,5,6,7,8,10,10,6,7,2,3,1,1,16,24,377,314,76,74,29,25,38,44,4,2,15,13,7,11,3,4,26,14,4,3,4,1,0,0,9,13,2,1,98,174,Port of Spain,Trinidad and Tobago,FALSE
4416462,2024-06-06T02:00:00.000Z,890638,World Cup Qualification CONCACAF 2nd Round Grp. D,1,5807,262133,Nicaragua,Montserrat,135,175,5-4-1,4-3-3,7.1,5.9,4,1,H,70,30,,,,,11,4,6,2,4,2,5,3,6,1,1,1,0,0,17,4,404,170,85,63,60,33,57,33,1,2,8,16,6,6,0,1,5,10,1,3,0,2,0,0,8,12,1,0,135,175,Managua,Nicaragua,FALSE
4416472,2024-06-06T02:00:00.000Z,890642,World Cup Qualification CONCACAF 2nd Round Grp. E,1,5858,287980,Guatemala,Dominica,108,180,4-2-3-1,4-5-1,7.7,5.9,6,0,H,69,31,,,,,29,9,15,2,8,6,20,7,9,2,2,0,2,0,38,11,437,201,86,61,36,11,45,34,9,3,8,18,13,8,1,6,20,18,2,9,1,2,0,0,9,8,4,4,108,180,Guatemala City,Guatemala,FALSE
4348764,2024-06-06T10:45:00.000Z,886889,World Cup Qualification AFC 2nd Round Grp. I,5,95797,6716,Bangladesh,Australia,184,24,3-5-2,4-3-3,6.1,7.2,0,2,A,27,73,,,,,2,15,0,4,1,8,0,9,2,6,0,3,0,2,1,39,217,585,72,92,17,26,14,95,1,9,13,6,7,6,3,1,28,2,2,0,1,0,0,0,7,4,1,1,184,24,Dhaka,Bangladesh,FALSE
4348748,2024-06-06T11:00:00.000Z,886884,World Cup Qualification AFC 2nd Round Grp. D,5,5896,5824,Taiwan,Oman,159,77,4-2-3-1,4-3-3,6.2,7.5,0,3,A,34,66,,,,,5,29,0,7,3,9,4,21,1,8,1,7,1,5,12,58,296,578,67,83,33,26,20,64,4,3,18,14,17,5,10,2,28,9,4,1,2,1,0,0,11,8,1,1,159,77,Taipei,Taiwan,FALSE
4278059,2024-06-06T12:00:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,5,5822,5788,China,Thailand,88,101,4-3-1-2,4-3-3,6.9,6.9,1,1,D,53,47,,,,,16,17,7,4,4,7,11,11,5,6,3,2,3,1,28,23,438,384,77,75,17,25,52,31,5,8,17,15,9,11,6,4,19,29,3,5,2,3,0,0,13,22,1,1,88,101,Shenyang,China,FALSE
4348738,2024-06-06T12:00:00.000Z,886885,World Cup Qualification AFC 2nd Round Grp. E,5,6322,6711,Hong Kong,Iran,157,20,4-3-3,3-5-2,,,2,4,A,50,50,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,157,20,Hong Kong,Hong Kong,FALSE
4348732,2024-06-06T12:10:00.000Z,886882,World Cup Qualification AFC 2nd Round Grp. B,5,8307,6715,Myanmar,Japan,163,18,5-4-1,3-4-2-1,5.5,7.5,0,5,A,24,76,,,,,3,21,1,9,1,10,1,14,2,7,0,5,0,2,2,28,227,732,60,90,20,27,27,65,1,9,16,10,10,6,2,1,23,4,4,1,1,1,0,0,4,12,0,1,163,18,Yangon,Myanmar,FALSE
4278051,2024-06-06T13:30:00.000Z,886881,World Cup Qualification AFC 2nd Round Grp. A,5,6329,5821,India,Kuwait,121,139,4-4-1-1,4-2-3-1,6.7,6.9,0,0,D,48,52,,,,,15,13,3,4,6,6,8,7,7,6,1,2,1,2,16,24,305,340,75,76,26,13,45,38,7,4,9,21,4,5,3,6,20,20,4,3,1,2,0,0,11,12,2,1,121,139,Kolkata,India,FALSE
4348765,2024-06-06T15:30:00.000Z,886887,World Cup Qualification AFC 2nd Round Grp. G,5,5910,7795,Pakistan,Saudi Arabia,195,53,5-3-2,3-4-2-1,6,7.4,0,3,A,16,84,,,,,2,19,0,8,1,9,1,9,1,10,0,2,0,0,2,35,156,777,44,88,0,21,16,62,0,7,12,9,17,5,2,0,42,7,5,0,2,0,0,0,3,5,0,4,195,53,Islamabad,Pakistan,FALSE
4348595,2024-06-06T16:00:00.000Z,886881,World Cup Qualification AFC 2nd Round Grp. A,5,95796,5902,Afghanistan,Qatar,151,34,4-4-2,3-4-2-1,6.5,6.7,0,0,D,30,70,,,,,2,10,0,2,0,4,2,5,0,5,0,2,0,2,10,19,208,469,64,86,25,24,31,65,2,8,18,15,6,5,3,2,25,9,2,0,4,4,0,0,15,7,2,1,151,34,Al Hofuf,Saudi Arabia,TRUE
4416473,2024-06-06T20:30:00.000Z,890642,World Cup Qualification CONCACAF 2nd Round Grp. E,1,5806,262134,Jamaica,Dominican Republic,55,150,4-1-3-2,3-4-2-1,7.2,6.3,1,0,H,56,44,,,,,12,6,2,1,5,4,9,2,3,4,3,0,2,0,19,12,427,336,82,78,0,25,40,53,3,5,19,20,10,11,1,5,12,10,1,1,4,4,0,0,14,17,2,2,55,150,Kingston,Jamaica,FALSE
4416453,2024-06-06T21:00:00.000Z,890639,World Cup Qualification CONCACAF 2nd Round Grp. C,1,5934,127408,Haiti,Saint Lucia,90,165,4-4-2,5-4-1,7.2,6.3,2,1,H,65,35,,,,,33,3,6,2,14,1,23,3,10,0,1,1,0,0,57,11,508,274,87,69,39,25,71,46,9,3,9,15,10,13,0,13,14,26,1,4,2,2,0,0,16,14,2,0,90,165,Bridgetown,Barbados,TRUE
4416463,2024-06-07T00:30:00.000Z,890638,World Cup Qualification CONCACAF 2nd Round Grp. D,1,5922,6222,Panama,Guyana,45,154,3-4-2-1,5-4-1,7.2,6.3,2,0,H,59,41,,,,,19,9,7,2,7,5,14,4,5,5,7,1,5,1,39,7,523,354,89,81,13,27,64,51,6,3,10,17,7,9,2,5,11,13,2,5,3,4,0,0,8,15,8,6,45,154,Panama City,Panama,FALSE
4416451,2024-06-07T00:30:00.000Z,890641,World Cup Qualification CONCACAF 2nd Round Grp. A,1,5808,5857,Honduras,Cuba,82,169,4-4-1-1,4-4-1-1,7.4,6.2,3,1,H,58,42,,,,,24,2,8,1,7,1,13,0,11,2,3,0,1,0,35,4,515,381,87,82,22,13,49,50,12,3,23,20,7,9,0,8,11,18,0,5,0,3,0,0,10,11,3,1,82,169,Tegucigalpa,Honduras,FALSE
4416441,2024-06-07T02:30:00.000Z,890640,World Cup Qualification CONCACAF 2nd Round Grp. B,1,6705,5924,Costa Rica,Saint Kitts and Nevis,52,147,3-4-2-1,5-4-1,7.5,5.8,4,0,H,65,35,,,,,23,5,7,1,8,3,10,1,13,4,5,0,2,0,29,7,571,300,85,74,32,17,33,39,5,3,20,10,7,14,1,6,9,19,1,3,1,3,0,0,11,13,2,3,52,147,San José,Costa Rica,FALSE
4416479,2024-06-07T02:30:00.000Z,890643,World Cup Qualification CONCACAF 2nd Round Grp. F,1,6327,5756,El Salvador,Puerto Rico,81,160,5-3-2,4-3-3,6.6,7.1,0,0,D,50,50,,,,,13,6,3,1,4,3,6,4,7,2,1,0,1,0,13,8,318,326,68,71,17,12,34,46,5,4,12,19,7,6,2,6,16,26,1,3,2,3,0,0,28,19,4,1,81,160,San Salvador,El Salvador,FALSE
4454399,2024-06-08T19:00:00.000Z,890642,World Cup Qualification CONCACAF 2nd Round Grp. E,2,262135,5858,British Virgin Islands,Guatemala,207,108,5-4-1,4-2-3-1,6.5,7.3,0,3,A,27,73,,,,,5,28,2,10,1,8,3,19,2,9,0,6,0,4,8,45,204,513,58,87,33,27,42,53,2,14,21,15,8,6,8,2,46,10,6,2,3,0,0,0,7,8,0,3,207,108,Road Town,British Virgin Islands,FALSE
4454406,2024-06-08T19:30:00.000Z,890643,World Cup Qualification CONCACAF 2nd Round Grp. F,2,262132,127411,Anguilla,Suriname,209,144,5-3-2,4-4-2,5.9,7.6,0,4,A,24,76,,,,,2,27,1,10,0,13,1,18,1,9,0,3,0,1,5,58,183,575,66,90,0,41,17,78,0,12,18,9,10,4,4,1,31,2,7,1,1,2,0,0,2,10,1,3,209,144,The Valley,Anguilla,FALSE
4416450,2024-06-08T20:30:00.000Z,890641,World Cup Qualification CONCACAF 2nd Round Grp. A,2,287982,6101,Cayman Islands,Antigua and Barbuda,196,142,4-2-3-1,3-4-3,7.3,6.6,1,0,H,45,55,,,,,10,18,7,4,3,8,7,11,3,7,1,1,0,1,12,23,308,370,74,78,25,20,45,23,3,9,17,15,3,6,6,0,35,7,4,6,0,1,0,0,9,15,2,3,196,142,George Town,Cayman Islands,FALSE
4416440,2024-06-08T21:30:00.000Z,890640,World Cup Qualification CONCACAF 2nd Round Grp. B,2,73596,7724,Bahamas,Trinidad and Tobago,200,98,5-4-1,3-4-2-1,5.6,7.7,1,7,A,24,76,,,,,9,22,5,11,3,9,5,15,4,7,0,5,0,0,12,35,236,767,73,91,33,44,47,67,1,4,13,15,18,9,2,1,16,3,4,4,1,0,0,0,7,9,1,2,200,98,Basseterre,Saint Kitts and Nevis,TRUE
4416464,2024-06-09T00:00:00.000Z,890638,World Cup Qualification CONCACAF 2nd Round Grp. D,2,127409,5807,Belize,Nicaragua,182,135,4-3-3,5-4-1,6.3,7.2,0,4,A,36,64,,,,,10,26,4,10,6,12,8,21,2,5,1,3,1,0,13,34,256,474,77,90,35,46,48,62,5,2,18,6,8,7,4,0,13,17,6,4,0,3,0,0,7,19,1,0,182,135,Belmopan,Belize,FALSE
4416454,2024-06-09T00:00:00.000Z,890639,World Cup Qualification CONCACAF 2nd Round Grp. C,2,262131,287981,Aruba,Curaçao,193,91,4-4-2,3-4-2-1,6.2,7.4,0,2,A,24,76,,,,,4,27,2,5,1,14,3,18,1,9,0,5,0,4,14,53,171,549,61,88,25,27,35,73,1,8,21,12,9,6,8,1,15,5,3,2,2,0,0,0,11,4,0,0,193,91,Oranjestad,Aruba,FALSE
4416474,2024-06-09T19:00:00.000Z,890642,World Cup Qualification CONCACAF 2nd Round Grp. E,2,287980,5806,Dominica,Jamaica,180,55,4-5-1,4-1-3-2,6.6,7,2,3,A,42,58,,,,,7,20,3,7,3,9,1,16,6,4,1,6,0,3,7,32,303,419,76,86,9,33,47,39,1,8,24,18,12,4,4,1,15,8,4,1,0,0,0,0,11,16,0,5,180,55,Roseau,Dominica,FALSE
4416480,2024-06-09T19:00:00.000Z,890643,World Cup Qualification CONCACAF 2nd Round Grp. F,2,5923,6327,Saint Vincent and the Grenadines,El Salvador,173,81,4-4-2,3-4-1-2,6.3,7.2,1,3,A,41,59,,,,,8,21,4,5,2,9,3,11,5,10,2,3,2,1,7,23,324,459,79,83,20,20,52,49,7,12,12,11,14,10,7,3,16,7,2,2,1,1,0,0,11,14,1,3,173,81,Paramaribo,Suriname,TRUE
4416455,2024-06-09T21:00:00.000Z,890639,World Cup Qualification CONCACAF 2nd Round Grp. C,2,5886,5934,Barbados,Haiti,177,90,5-4-1,4-4-2,6.1,7.4,1,3,A,32,68,,,,,6,22,3,5,2,10,4,20,2,2,1,9,0,6,11,45,240,516,69,87,30,39,36,50,1,4,11,13,7,11,8,1,20,6,1,2,2,1,0,0,10,15,3,5,177,90,Bridgetown,Barbados,FALSE
4416439,2024-06-09T21:00:00.000Z,890640,World Cup Qualification CONCACAF 2nd Round Grp. B,2,6548,6705,Grenada,Costa Rica,174,52,4-2-3-1,3-4-3,6.1,7.2,0,3,A,60,40,,,,,5,12,0,6,3,3,3,9,2,3,1,3,1,1,14,17,362,246,75,70,5,40,49,34,5,5,15,19,2,9,3,2,11,28,3,0,3,1,0,0,17,24,1,4,174,52,St. George's,Grenada,FALSE
4416465,2024-06-10T01:00:00.000Z,890638,World Cup Qualification CONCACAF 2nd Round Grp. D,2,262133,5922,Montserrat,Panama,175,45,4-3-3,4-1-4-1,6.2,7.1,1,3,A,27,73,,,,,4,20,1,8,1,7,2,13,2,7,0,5,0,3,5,32,205,569,60,88,33,24,33,69,3,8,19,13,5,1,5,0,15,9,5,1,1,0,0,0,10,12,2,2,175,45,Managua,Nicaragua,TRUE
4278064,2024-06-11T10:14:00.000Z,886882,World Cup Qualification AFC 2nd Round Grp. B,6,6715,6320,Japan,Syria,18,89,3-4-2-1,4-4-2,7.5,5.8,5,0,H,67,33,,,,,21,7,13,0,7,6,13,1,8,6,4,0,3,0,30,6,623,299,89,69,33,17,59,25,3,1,18,12,14,4,1,2,13,8,0,8,1,2,0,0,16,12,1,1,18,89,Hiroshima,Japan,FALSE
4348405,2024-06-11T12:30:00.000Z,886883,World Cup Qualification AFC 2nd Round Grp. C,6,5788,5825,Thailand,Singapore,101,155,4-3-3,4-1-4-1,7.4,6.5,3,1,H,56,44,,,,,35,10,13,2,9,5,29,7,6,3,5,1,3,1,74,19,439,351,83,75,27,43,65,47,13,3,12,7,6,8,3,13,12,37,0,11,2,5,0,0,14,17,0,0,101,155,Bangkok,Thailand,FALSE
4348775,2024-06-11T12:30:00.000Z,886886,World Cup Qualification AFC 2nd Round Grp. F,6,6324,230139,Indonesia,Philippines,134,141,3-5-2,4-2-3-1,7.4,6.3,2,0,H,54,46,,,,,20,7,7,1,11,3,13,2,7,5,3,0,2,0,35,6,411,354,80,77,44,25,44,43,7,4,14,16,11,9,3,2,11,15,1,5,1,3,0,0,9,11,3,1,134,141,Jakarta,Indonesia,FALSE
4348749,2024-06-11T13:00:00.000Z,886884,World Cup Qualification AFC 2nd Round Grp. D,6,5823,5896,Malaysia,Taiwan,138,159,4-3-3,4-3-3,,,3,1,H,67,33,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,138,159,Kuala Lumpur,Malaysia,FALSE
4278050,2024-06-11T15:45:00.000Z,886881,World Cup Qualification AFC 2nd Round Grp. A,6,5902,6329,Qatar,India,34,121,3-4-2-1,3-4-1-2,7.3,6.5,2,1,H,55,45,,,,,18,9,8,2,8,3,10,6,8,3,4,2,3,1,22,14,474,390,76,69,23,0,45,30,4,1,17,18,17,13,4,3,18,8,1,5,2,4,0,0,7,13,2,4,34,121,Al Rayyan,Qatar,FALSE
4416456,2024-06-11T19:00:00.000Z,890639,World Cup Qualification CONCACAF 2nd Round Grp. C,3,127408,262131,Saint Lucia,Aruba,165,193,5-4-1,4-1-4-1,6.9,6.7,2,2,D,57,43,,,,,16,12,9,8,5,2,11,4,5,8,1,2,0,0,32,19,457,349,86,82,39,11,67,49,5,4,15,13,2,9,2,2,9,17,6,7,1,1,0,0,18,15,1,1,165,193,Bridgetown,Barbados,TRUE
4416438,2024-06-11T20:00:00.000Z,890640,World Cup Qualification CONCACAF 2nd Round Grp. B,3,5924,73596,Saint Kitts and Nevis,Bahamas,147,200,4-2-3-1,4-3-3,7.3,6.4,1,0,H,68,32,,,,,25,5,9,2,11,2,18,2,7,3,4,0,3,0,51,7,418,204,83,67,27,0,66,28,15,3,14,19,8,9,1,4,17,27,2,8,2,1,0,1,16,13,2,2,147,200,Basseterre,Saint Kitts and Nevis,FALSE
4416466,2024-06-11T22:00:00.000Z,890638,World Cup Qualification CONCACAF 2nd Round Grp. D,3,6222,127409,Guyana,Belize,154,182,4-4-2,4-3-3,7.5,6.2,3,1,H,64,36,,,,,25,5,8,1,9,1,18,3,7,2,5,0,3,0,42,5,520,302,88,71,41,0,69,33,10,2,5,13,6,5,3,8,6,12,0,5,0,1,0,0,8,13,4,5,154,182,Bridgetown,Barbados,TRUE
4454400,2024-06-12T00:00:00.000Z,890642,World Cup Qualification CONCACAF 2nd Round Grp. E,3,262134,262135,Dominican Republic,British Virgin Islands,150,207,3-4-2-1,5-4-1,7.6,5.9,4,0,H,77,23,,,,,26,6,8,2,9,2,15,3,11,3,2,0,1,0,38,4,508,155,91,59,39,0,72,32,5,1,10,23,7,6,2,9,11,26,2,4,0,0,0,0,11,11,1,0,150,207,San Cristóbal,Dominican Republic,FALSE
